<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<AMOUNT>,<VOLUME>
VTBR,D,20110803,000000,0.06268,0.06325,0.06216,0.06298,7000038.96,111412366
VTBR,D,20110804,000000,0.06298,0.0634,0.06265,0.06314,29116396.35,461725283
VTBR,D,20110805,000000,0.06314,0.06374,0.06272,0.06281,27436009.86,435665103
VTBR,D,20110808,000000,0.06281,0.06359,0.06175,0.06184,6733285.99,108035074
VTBR,D,20110809,000000,0.06184,0.0629,0.06141,0.06203,15576119.18,251491389
VTBR,D,20110810,000000,0.06203,0.06271,0.06091,0.06177,26045711.96,420770791
VTBR,D,20110811,000000,0.06177,0.06287,0.06145,0.06259,13176623.99,211910968
VTBR,D,20110812,000000,0.06259,0.06407,0.06176,0.06347,22302076.59,353832724
VTBR,D,20110815,000000,0.06347,0.06457,0.0629,0.06419,15890397.24,248948727
VTBR,D,20110816,000000,0.06419,0.06484,0.06214,0.06308,17532544.59,275517319
VTBR,D,20110817,000000,0.06308,0.06405,0.06298,0.06389,24837055.94,391227155
VTBR,D,20110818,000000,0.06389,0.06537,0.06307,0.06489,9308399.27,144562809
VTBR,D,20110819,000000,0.06489,0.06645,0.06416,0.0655,31547772.49,483898650
VTBR,D,20110822,000000,0.0655,0.06739,0.06494,0.0666,32583316.12,493312886
VTBR,D,20110823,000000,0.0666,0.06754,0.0664,0.06722,33187046.59,495995316
VTBR,D,20110824,000000,0.06722,0.06873,0.06664,0.06839,30709487.08,452908887
VTBR,D,20110825,000000,0.06839,0.06904,0.06763,0.06829,4469995.84,65408192
VTBR,D,20110826,000000,0.06829,0.06867,0.06771,0.06827,16421012.26,240495200
VTBR,D,20110829,000000,0.06827,0.06948,0.06809,0.06908,29286121.29,426445159
VTBR,D,20110830,000000,0.06908,0.07075,0.06854,0.07013,10619818.47,152572638
VTBR,D,20110831,000000,0.07013,0.07091,0.06841,0.06897,31786891.98,457036549
VTBR,D,20110901,000000,0.06897,0.0695,0.06791,0.06825,19938880.88,290611877
VTBR,D,20110902,000000,0.06825,0.06921,0.06744,0.06905,28929137.53,421400401
VTBR,D,20110905,000000,0.06905,0.06976,0.06767,0.06834,23847024.66,347143528
VTBR,D,20110906,000000,0.06834,0.0689,0.06803,0.06842,15562756.48,227592227
VTBR,D,20110907,000000,0.06842,0.06892,0.06728,0.06801,11853663.86,173769169
VTBR,D,20110908,000000,0.06801,0.06826,0.06609,0.06698,22792371.16,337689772
VTBR,D,20110909,000000,0.06698,0.06892,0.06615,0.06819,30179091.83,446535353
VTBR,D,20110912,000000,0.06819,0.06895,0.06806,0.06815,22609417.22,331662274
VTBR,D,20110913,000000,0.06815,0.06942,0.06792,0.06841,14273668.25,209046108
VTBR,D,20110914,000000,0.06841,0.06865,0.06666,0.06766,22911575.05,336761594
VTBR,D,20110915,000000,0.06766,0.06777,0.0657,0.06665,13890317.7,206839665
VTBR,D,20110916,000000,0.06665,0.06737,0.06646,0.06718,20980428.33,313538494
VTBR,D,20110919,000000,0.06718,0.06726,0.06538,0.06611,20460530.37,307007733
VTBR,D,20110920,000000,0.06611,0.06635,0.06501,0.06595,20236802.16,306478906
VTBR,D,20110921,000000,0.06595,0.06608,0.0644,0.06493,23544387.46,359785872
VTBR,D,20110922,000000,0.06493,0.06538,0.06409,0.06527,22926410.48,352172204
VTBR,D,20110923,000000,0.06527,0.06659,0.06452,0.06644,23023775.77,349613177
VTBR,D,20110926,000000,0.06644,0.06778,0.06618,0.06714,11432100.8,171164857
VTBR,D,20110927,000000,0.06714,0.06831,0.06699,0.06788,14152812.94,209640245
VTBR,D,20110928,000000,0.06788,0.06988,0.06715,0.06886,26213844.6,383411505
VTBR,D,20110929,000000,0.06886,0.06985,0.06673,0.06765,31362583.12,459491365
VTBR,D,20110930,000000,0.06765,0.06792,0.06648,0.06686,9033650.17,134319384
VTBR,D,20111003,000000,0.06686,0.06744,0.06531,0.06616,17912553.08,269321201
VTBR,D,20111004,000000,0.06616,0.06678,0.06531,0.06603,11518564.42,174272856
VTBR,D,20111005,000000,0.06603,0.06636,0.06528,0.06547,5800092.99,88214342
VTBR,D,20111006,000000,0.06547,0.06688,0.06521,0.06596,25338091.42,385575461
VTBR,D,20111007,000000,0.06596,0.06701,0.06515,0.0662,7375853.3,111620056
VTBR,D,20111010,000000,0.0662,0.06699,0.06605,0.06632,32718805.35,493794225
VTBR,D,20111011,000000,0.06632,0.06644,0.06511,0.06537,24327214.39,369461833
VTBR,D,20111012,000000,0.06537,0.06661,0.06465,0.06602,7670670.39,116761860
VTBR,D,20111013,000000,0.06602,0.06637,0.06532,0.06594,12942706.74,196161060
VTBR,D,20111014,000000,0.06594,0.06646,0.06503,0.06594,4708122.26,71400095
VTBR,D,20111017,000000,0.06594,0.06773,0.06551,0.06697,4245551.44,63886110
VTBR,D,20111018,000000,0.06697,0.06794,0.06566,0.06588,23833799.41,358807669
VTBR,D,20111019,000000,0.06588,0.0662,0.0656,0.06611,32403358.37,490997172
VTBR,D,20111020,000000,0.06611,0.06621,0.06521,0.0655,19912474.88,302598205
VTBR,D,20111021,000000,0.0655,0.06602,0.06477,0.06555,23867248.51,364246448
VTBR,D,20111024,000000,0.06555,0.06636,0.06529,0.06538,19792354.88,302334910
VTBR,D,20111025,000000,0.06538,0.06575,0.06461,0.06498,8886783.68,136342186
VTBR,D,20111026,000000,0.06498,0.06568,0.06383,0.06454,17160827.78,264991164
VTBR,D,20111027,000000,0.06454,0.06592,0.06398,0.06535,14213545.25,218855112
VTBR,D,20111028,000000,0.06535,0.06552,0.06443,0.0647,21215821.13,326271759
VTBR,D,20111031,000000,0.0647,0.06561,0.06452,0.06554,19407170.69,298021663
VTBR,D,20111101,000000,0.06554,0.06578,0.06466,0.06531,29841148.99,456112327
VTBR,D,20111102,000000,0.06531,0.06578,0.06438,0.06531,12629303.42,193374727
VTBR,D,20111103,000000,0.06531,0.06636,0.06473,0.06544,27775884.75,424870130
VTBR,D,20111104,000000,0.06544,0.06553,0.065,0.0654,31344572.99,479128294
VTBR,D,20111107,000000,0.0654,0.06561,0.06425,0.06472,22542490.93,346487718
VTBR,D,20111108,000000,0.06472,0.06499,0.06427,0.06448,7165042.78,110913975
VTBR,D,20111109,000000,0.06448,0.06465,0.06416,0.06438,20460604.13,317563311
VTBR,D,20111110,000000,0.06438,0.06582,0.06405,0.06549,17731454.8,273064677
VTBR,D,20111111,000000,0.06549,0.06735,0.06473,0.06637,22809023.07,345958184
VTBR,D,20111114,000000,0.06637,0.06661,0.065,0.06543,29698675.82,450662759
VTBR,D,20111115,000000,0.06543,0.06729,0.0647,0.06642,31257108.52,474131339
VTBR,D,20111116,000000,0.06642,0.06775,0.06616,0.06736,12939016.25,193437229
VTBR,D,20111117,000000,0.06736,0.06856,0.06663,0.06822,24750792.6,365109789
VTBR,D,20111118,000000,0.06822,0.06914,0.06802,0.06844,19797818.52,289738307
VTBR,D,20111121,000000,0.06844,0.06895,0.06794,0.06855,23408289.2,341751795
VTBR,D,20111122,000000,0.06855,0.06951,0.06802,0.06821,29025027.41,424466619
VTBR,D,20111123,000000,0.06821,0.06864,0.0673,0.0675,18357030.42,270533202
VTBR,D,20111124,000000,0.0675,0.06827,0.06593,0.06627,32480816.57,485621837
VTBR,D,20111125,000000,0.06627,0.06725,0.0657,0.06596,26449308.06,400050035
VTBR,D,20111128,000000,0.06596,0.06776,0.065,0.06723,21288124.44,319665507
VTBR,D,20111129,000000,0.06723,0.06887,0.06632,0.06848,19432830.39,286387597
VTBR,D,20111130,000000,0.06848,0.06942,0.06638,0.06738,8653796.23,127392849
VTBR,D,20111201,000000,0.06738,0.06807,0.06628,0.06714,20316276.2,302055846
VTBR,D,20111202,000000,0.06714,0.06822,0.06672,0.0679,17784581.24,263397234
VTBR,D,20111205,000000,0.0679,0.06919,0.06769,0.06831,22916399.33,336486298
VTBR,D,20111206,000000,0.06831,0.06868,0.06764,0.06798,31190017.13,457700743
VTBR,D,20111207,000000,0.06798,0.06856,0.06752,0.06795,11964647.97,176041315
VTBR,D,20111208,000000,0.06795,0.06926,0.06788,0.06831,30720984.75,450917140
VTBR,D,20111209,000000,0.06831,0.06931,0.0669,0.06719,28990124.05,427898510
VTBR,D,20111212,000000,0.06719,0.06868,0.06683,0.06819,4436466.16,65540939
VTBR,D,20111213,000000,0.06819,0.06902,0.06622,0.06695,16976373.09,251241277
VTBR,D,20111214,000000,0.06695,0.06725,0.06614,0.06676,27814273.04,416038786
VTBR,D,20111215,000000,0.06676,0.06777,0.06583,0.06754,17148559.31,255376907
VTBR,D,20111216,000000,0.06754,0.06816,0.06739,0.06786,8586779.73,126835742
VTBR,D,20111219,000000,0.06786,0.06853,0.06655,0.06713,27538458.45,408007385
VTBR,D,20111220,000000,0.06713,0.06795,0.06565,0.06581,27504592.92,413789573
VTBR,D,20111221,000000,0.06581,0.06606,0.06569,0.06593,24072201.78,365450156
VTBR,D,20111222,000000,0.06593,0.06688,0.06505,0.0654,19388369.77,295261856
VTBR,D,20111223,000000,0.0654,0.06655,0.06477,0.0663,20375330.18,309420352
VTBR,D,20111226,000000,0.0663,0.06672,0.06461,0.06526,13737842.45,208845279
VTBR,D,20111227,000000,0.06526,0.06689,0.06517,0.06655,26585051.65,403384442
VTBR,D,20111228,000000,0.06655,0.06662,0.06608,0.06627,31070108.9,467852867
VTBR,D,20111229,000000,0.06627,0.06703,0.06584,0.06692,21089200.05,316678430
VTBR,D,20111230,000000,0.06692,0.06874,0.06664,0.06781,11690782.87,173543871
VTBR,D,20120102,000000,0.06781,0.0685,0.0674,0.0681,26049761.45,383338407
VTBR,D,20120103,000000,0.0681,0.06889,0.06713,0.06742,28156400.55,415531295
VTBR,D,20120104,000000,0.06742,0.069,0.06726,0.06833,26946475.05,397001474
VTBR,D,20120105,000000,0.06833,0.06915,0.0661,0.06707,16646304.96,245883382
VTBR,D,20120106,000000,0.06707,0.06784,0.06634,0.06769,30408643.32,451300732
VTBR,D,20120109,000000,0.06769,0.06795,0.06719,0.06746,16651714.32,246418266
VTBR,D,20120110,000000,0.06746,0.06847,0.06723,0.06754,12687283.87,187959761
VTBR,D,20120111,000000,0.06754,0.06964,0.06744,0.06866,14195639.63,208452858
VTBR,D,20120112,000000,0.06866,0.06974,0.06774,0.06934,6239396.55,90426037
VTBR,D,20120113,000000,0.06934,0.07035,0.06814,0.06834,30207741.32,438810885
VTBR,D,20120116,000000,0.06834,0.06927,0.06812,0.06882,23948474.37,349204934
VTBR,D,20120117,000000,0.06882,0.06965,0.06744,0.06845,23203439.05,338070067
VTBR,D,20120118,000000,0.06845,0.06887,0.06712,0.06742,12958386.24,190746835
VTBR,D,20120119,000000,0.06742,0.0685,0.0673,0.06765,7305117.1,108167870
VTBR,D,20120120,000000,0.06765,0.06864,0.06722,0.06812,23855012.48,351403292
VTBR,D,20120123,000000,0.06812,0.06877,0.06725,0.06765,26551852.11,391129883
VTBR,D,20120124,000000,0.06765,0.06947,0.06692,0.06853,18329975.82,269202171
VTBR,D,20120125,000000,0.06853,0.06864,0.0665,0.06748,21385928.68,314475828
VTBR,D,20120126,000000,0.06748,0.06777,0.06594,0.06644,17319380.77,258652640
VTBR,D,20120127,000000,0.06644,0.06713,0.06602,0.06632,22570105.22,340013637
VTBR,D,20120130,000000,0.06632,0.06708,0.06526,0.06611,18059441.69,272739435
VTBR,D,20120131,000000,0.06611,0.06736,0.06569,0.06652,13275224.97,200184347
VTBR,D,20120201,000000,0.06652,0.06693,0.06471,0.06528,11648616.26,176762007
VTBR,D,20120202,000000,0.06528,0.06637,0.06493,0.06621,22505031.57,342307880
VTBR,D,20120203,000000,0.06621,0.06794,0.06527,0.06727,13222043.13,198112723
VTBR,D,20120206,000000,0.06727,0.06745,0.06623,0.06644,19663695.52,294124531
VTBR,D,20120207,000000,0.06644,0.0667,0.06495,0.06535,4050315.05,61466197
VTBR,D,20120208,000000,0.06535,0.06572,0.06411,0.06418,30601828.49,472505651
VTBR,D,20120209,000000,0.06418,0.06448,0.0639,0.06435,10360595.47,161216766
VTBR,D,20120210,000000,0.06435,0.06537,0.06359,0.06457,30021340.3,465735965
VTBR,D,20120213,000000,0.06457,0.06545,0.06271,0.06366,8186124.15,127678767
VTBR,D,20120214,000000,0.06366,0.06546,0.06342,0.0649,7007565.0,109016257
VTBR,D,20120215,000000,0.0649,0.06541,0.06394,0.06532,30869939.33,474119787
VTBR,D,20120216,000000,0.06532,0.06668,0.06435,0.06607,12644191.7,192468098
VTBR,D,20120217,000000,0.06607,0.06682,0.06439,0.06489,29487346.41,450325999
VTBR,D,20120220,000000,0.06489,0.06536,0.06313,0.06376,23718043.68,368722016
VTBR,D,20120221,000000,0.06376,0.06427,0.06265,0.06276,4635782.95,73281425
VTBR,D,20120222,000000,0.06276,0.0642,0.0624,0.06333,13361539.86,211936551
VTBR,D,20120223,000000,0.06333,0.06425,0.06233,0.06322,19435008.19,307151453
VTBR,D,20120224,000000,0.06322,0.06455,0.06237,0.0641,27530883.66,432467541
VTBR,D,20120227,000000,0.0641,0.06528,0.06321,0.06515,24336301.16,376577194
VTBR,D,20120228,000000,0.06515,0.06533,0.06383,0.06423,23564320.45,364265272
VTBR,D,20120229,000000,0.06423,0.06471,0.06416,0.06435,21526897.8,334840532
VTBR,D,20120301,000000,0.06435,0.06487,0.06325,0.06382,30491016.44,475790223
VTBR,D,20120302,000000,0.06382,0.06517,0.06344,0.06434,29658384.97,462833723
VTBR,D,20120305,000000,0.06434,0.06532,0.06376,0.06447,11120911.44,172671554
VTBR,D,20120306,000000,0.06447,0.06528,0.06364,0.06425,28428309.82,441707735
VTBR,D,20120307,000000,0.06425,0.0647,0.06285,0.06321,15993128.2,250951329
VTBR,D,20120308,000000,0.06321,0.06504,0.06268,0.06436,6313179.89,98975933
VTBR,D,20120309,000000,0.06436,0.06536,0.06348,0.06521,28935448.14,446638082
VTBR,D,20120312,000000,0.06521,0.06539,0.06396,0.06488,22863279.12,351499410
VTBR,D,20120313,000000,0.06488,0.06572,0.06428,0.06504,26451840.04,407201971
VTBR,D,20120314,000000,0.06504,0.06665,0.0649,0.06619,5093029.8,77619901
VTBR,D,20120315,000000,0.06619,0.06806,0.06552,0.06743,24069481.1,360267641
VTBR,D,20120316,000000,0.06743,0.06766,0.06687,0.06745,7290216.93,108099302
VTBR,D,20120319,000000,0.06745,0.06804,0.06615,0.06705,13420085.25,199555171
VTBR,D,20120320,000000,0.06705,0.06808,0.06684,0.06725,31024119.36,462012202
VTBR,D,20120321,000000,0.06725,0.06876,0.06685,0.06811,4337944.05,64094918
VTBR,D,20120322,000000,0.06811,0.06911,0.06775,0.06841,4474041.77,65544122
VTBR,D,20120323,000000,0.06841,0.06915,0.06682,0.06754,15800243.25,232441975
